Booking_ID,booking_status
INN04969,0.0019500701
INN34541,0.2547452
INN36109,0.11735486
INN01554,0.47387356
INN24975,0.22541422
INN27080,0.12875152
INN29146,0.37970054
INN05926,0.11073778
INN17356,0.251296
INN25284,0.2445152
INN28043,0.014066603
INN00264,0.93570673
INN36020,0.0361174
INN05558,0.37960407
INN07365,0.35015753
INN35759,0.45935395
INN24606,0.25732377
INN14613,0.059426118
INN00927,0.24145605
INN03156,0.0040028626
INN18684,0.20676275
INN24976,0.04534124
INN02773,0.06101357
INN09126,0.3890217
INN23806,0.19615981
INN05911,0.641641
INN10744,0.17678554
INN18155,0.0022634722
INN01732,0.14794998
INN28020,0.027314415
INN11177,0.0047638146
INN24767,0.15977354
INN24168,0.2913007
INN17657,0.105018385
INN19937,0.3280894
INN10005,0.109799646
INN19470,0.03332275
INN03227,0.6021839
INN20723,0.106846735
INN32020,0.0035246506
INN04254,0.17520486
INN06188,0.23945466
INN19814,0.27268013
INN26451,0.34982124
INN07030,0.007874289
INN34873,0.56229925
INN27817,0.3189142
INN32177,0.35230714
INN05866,0.41654506
INN12355,0.17317705
INN27652,0.022505833
INN27153,0.12266015
INN35279,0.6655463
INN16005,0.06285076
INN12990,0.067932084
INN24073,0.00808641
INN33637,0.05452305
INN13485,0.31713834
INN16436,0.3970783
INN34987,0.2456465
INN14263,0.09352513
INN35353,0.10929047
INN00269,0.14331132
INN32425,0.23180391
INN27275,0.06771763
INN35034,0.34302786
INN34452,0.22920571
INN35113,0.08598083
INN34588,0.12228095
INN07616,0.38614702
INN26088,0.3868357
INN09286,0.3640834
INN32284,0.14237303
INN13788,0.15891427
INN03704,0.21561873
INN21855,0.09009051
INN16700,0.98148453
INN30579,0.07926466
INN07578,0.4956946
INN05758,0.09926662
INN31672,0.1523917
INN00084,0.1931242
INN15712,0.4090592
INN21926,0.22520609
INN22391,0.17042232
INN34753,0.06966257
INN10927,0.033655144
INN07802,0.089437395
INN06082,0.37082058
INN05187,0.05991178
INN10952,0.6252381
INN16320,0.40130773
INN18055,0.3668626
INN02266,0.1995841
INN33046,0.14689174
INN33753,0.7331262
INN35475,0.6219766
INN14908,0.85694546
INN35795,0.09012462
INN35668,0.38512415
INN19700,0.74934393
INN35228,0.33065784
INN12325,0.0049656415
INN13499,0.0038921542
INN22534,0.15601283
INN31212,0.14040063
INN33520,0.27503502
INN15795,0.08596752
INN12712,0.61619276
INN07104,0.55370563
INN27400,0.16639265
INN31525,0.2999978
INN18168,0.02791716
INN23731,0.4913502
INN13833,0.36938307
INN28228,0.14243756
INN24517,0.1573505
INN15483,0.5016443
INN20700,0.66884893
INN02650,0.6504008
INN13261,0.07823809
INN30788,0.22452219
INN15499,0.1311099
INN02562,0.37524575
INN29761,0.18559703
INN35910,0.1774706
INN15337,0.571042
INN00071,0.6520671
INN10545,0.36115193
INN16346,0.02058959
INN08566,0.547251
INN12010,0.19147047
INN24714,0.01229218
INN04916,0.791186
INN30066,0.9842694
INN29665,0.18081701
INN31774,0.3245211
INN13827,0.019087568
INN00466,0.5019925
INN16884,0.66068864
INN06217,0.037929576
INN18504,0.2596604
INN05180,0.4565668
INN08039,0.3062213
INN00313,0.0034010832
INN04700,0.09807915
INN16731,0.20070584
INN06066,0.19323353
INN05573,0.3713674
INN11238,0.6269754
INN14218,0.14730251
INN26488,0.5034556
INN26079,0.05482058
INN35612,0.6444067
INN31168,0.6655463
INN13144,0.02114098
INN02792,0.1976186
INN34087,0.4211183
INN29578,0.60371685
INN23190,0.116133206
INN01158,0.001037552
INN02555,0.4773028
INN21625,0.3519785
INN28268,0.10415815
INN21241,0.3205071
INN19859,0.009638193
INN01683,0.46703345
INN09949,0.40779972
INN09808,0.78008854
INN29709,0.39163744
INN03894,0.3144468
INN05839,0.8573355
INN03029,0.121577494
INN18224,0.3583034
INN03980,0.5421815
INN13731,0.49386352
INN22867,0.6269754
INN20326,0.12266733
INN02970,0.2105534
INN11661,0.0052375025
INN26818,0.41453856
INN26174,0.03606417
INN14495,0.02820866
INN35656,0.2918324
INN29208,0.31743607
INN06268,0.4230275
INN10870,0.17868786
INN15640,0.05304183
INN34774,0.0016984037
INN17039,0.045921292
INN24361,0.317816
INN11077,0.16386952
INN30989,0.6114045
INN16314,0.15362129
INN16829,0.5456292
INN28490,0.014585176
INN08181,0.2965118
INN12627,0.26969108
INN10390,0.33150488
INN07340,0.46765065
INN23221,0.082846925
INN24006,0.11374229
INN06869,0.46053165
INN29356,0.12552267
INN23147,0.018809522
